iso3,threshold,score,rank
AFG,0.1,5.887915324926768,18.0
AGO,0.1,6.067523143926221,13.0
ALB,0.1,1.7485648053391998,142.0
AND,0.1,1.5733393800745914,148.0
ARE,0.1,3.5466362961691926,72.0
ARG,0.1,2.71481950830756,99.0
ARM,0.1,1.6361024258408776,146.0
ATG,0.1,0.37326254372609785,189.0
AUS,0.1,1.1797425843500347,154.0
AUT,0.1,0.9388712635217858,163.0
AZE,0.1,3.365188031764474,79.0
BDI,0.1,3.965882451941944,61.0
BEL,0.1,0.7369983409715936,175.0
BEN,0.1,5.802665853811902,19.0
BFA,0.1,5.305824429071388,31.0
BGD,0.1,5.64075037632106,22.0
BGR,0.1,1.7880145482408165,137.0
BHR,0.1,2.297924527623436,109.0
BHS,0.1,2.4385270338786755,104.0
BIH,0.1,2.002205391991449,120.0
BLR,0.1,0.5630565642233171,183.0
BLZ,0.1,2.8236229857225057,94.0
BOL,0.1,3.7015558364242445,68.0
BRA,0.1,3.503131181215151,74.0
BRB,0.1,1.4191669977502688,152.0
BRN,0.1,0.8844211928497615,168.0
BTN,0.1,2.3441625562917565,107.0
BWA,0.1,3.6538092933621864,69.0
CAF,0.1,5.949218416832423,16.0
CAN,0.1,0.8878938628342326,167.0
CHE,0.1,0.33801001117800256,191.0
CHL,0.1,1.8023286934757479,136.0
CHN,0.1,5.267962988335518,32.0
CIV,0.1,5.132647144193606,34.0
CMR,0.1,5.397995005420832,29.0
COD,0.1,6.239224258267312,11.0
COG,0.1,4.125792133898989,57.0
COL,0.1,4.286401014560442,53.0
COM,0.1,2.4977441814940224,103.0
CPV,0.1,2.039533642014305,118.0
CRI,0.1,1.9147983693605566,128.0
CUB,0.1,3.193513453247702,85.0
CYP,0.1,0.6986816611096086,180.0
CZE,0.1,1.9389653658212642,125.0
DEU,0.1,1.0826819111581634,157.0
DJI,0.1,3.9284051010353904,62.0
DMA,0.1,1.8698242086109975,133.0
DNK,0.1,0.4744537254105417,186.0
DOM,0.1,2.7759215796164947,95.0
DZA,0.1,2.993692260424632,90.0
ECU,0.1,3.4417274281749783,77.0
EGY,0.1,4.4080393012288335,50.0
ERI,0.1,5.403035693404469,28.0
ESP,0.1,2.423684767223656,105.0
EST,0.1,0.9361981430862286,164.0
ETH,0.1,6.350764616914766,9.0
FIN,0.1,0.5682451119827905,182.0
FJI,0.1,2.2913313992297586,110.0
FRA,0.1,0.7274711855044851,177.0
FSM,0.1,1.4601793519115271,151.0
GAB,0.1,3.501021725155246,75.0
GBR,0.1,0.966123537333008,162.0
GEO,0.1,2.154584105317717,116.0
GHA,0.1,4.632590185818535,43.0
GIN,0.1,6.025468563701969,14.0
GMB,0.1,4.093116717958815,58.0
GNB,0.1,4.939095243342113,38.0
GNQ,0.1,3.898467134600584,63.0
GRC,0.1,1.9054457492405572,129.0
GRD,0.1,0.7703527779757431,173.0
GTM,0.1,4.622228288838459,44.0
GUY,0.1,2.255774329155669,112.0
HND,0.1,4.421522732089628,49.0
HRV,0.1,1.7664349916187756,140.0
HTI,0.1,4.581262189871729,46.0
HUN,0.1,0.5783858598271217,181.0
IDN,0.1,5.021171723466539,37.0
IND,0.1,6.013320485294833,15.0
IRL,0.1,0.8336436684640187,171.0
IRN,0.1,4.211601646755833,55.0
IRQ,0.1,3.845632033141273,64.0
ISL,0.1,1.011964304243514,160.0
ISR,0.1,0.8935505973346144,166.0
ITA,0.1,0.7604420038291035,174.0
JAM,0.1,2.0269084215677955,119.0
JOR,0.1,2.8728671397567567,92.0
JPN,0.1,1.5740056717413569,147.0
KAZ,0.1,2.1881231156230303,115.0
KEN,0.1,5.114663733215514,35.0
KGZ,0.1,2.278292989030462,111.0
KHM,0.1,5.946506801403464,17.0
KIR,0.1,1.773806388551904,139.0
KNA,0.1,1.6818530484293708,144.0
KOR,0.1,2.0639484915054833,117.0
KWT,0.1,3.352418442873369,80.0
LAO,0.1,5.532737631618761,24.0
LBN,0.1,2.3237874941075667,108.0
LBR,0.1,5.028254137576834,36.0
LBY,0.1,3.297744700534264,82.0
LCA,0.1,1.5061607702101327,150.0
LKA,0.1,2.7603497019410286,96.0
LSO,0.1,2.749824992262789,97.0
LTU,0.1,0.7168572696980563,178.0
LUX,0.1,0.15921274912325475,192.0
LVA,0.1,0.822775137835474,172.0
MAR,0.1,4.853993131628651,39.0
MCO,0.1,9.999999999999996e-11,193.0
MDA,0.1,2.2016830188139322,114.0
MDG,0.1,7.758536585444045,1.0
MDV,0.1,0.7124169970526846,179.0
MEX,0.1,4.062878347589352,59.0
MHL,0.1,1.847610372505786,134.0
MKD,0.1,1.9419572315800102,124.0
MLI,0.1,5.700039586944847,20.0
MLT,0.1,0.9183483312512664,165.0
MMR,0.1,6.7827853375933005,7.0
MNE,0.1,1.7551644467166796,141.0
MNG,0.1,1.9423828185364622,123.0
MOZ,0.1,7.358112790426592,3.0
MRT,0.1,5.516292204794049,25.0
MUS,0.1,1.870538181286361,131.0
MWI,0.1,3.8138456122979183,65.0
MYS,0.1,4.02850525989076,60.0
NAM,0.1,4.32286455585545,52.0
NER,0.1,6.350432780797697,10.0
NGA,0.1,6.636716239210802,8.0
NIC,0.1,4.525303040238812,47.0
NLD,0.1,0.8681537214165524,169.0
NOR,0.1,0.3945551275087758,188.0
NPL,0.1,3.612642755378741,70.0
NRU,0.1,0.35461800461609344,190.0
NZL,0.1,1.551312962004349,149.0
OMN,0.1,3.724354250991834,66.0
PAK,0.1,7.020131622342117,5.0
PAN,0.1,2.856329133055313,93.0
PER,0.1,4.180246932456551,56.0
PHL,0.1,5.610349127358854,23.0
PLW,0.1,0.39973225203029433,187.0
PNG,0.1,5.246842375015589,33.0
POL,0.1,0.974833232942631,161.0
PRK,0.1,2.588835740660793,100.0
PRT,0.1,1.1790964786804712,155.0
PRY,0.1,2.7181481474761653,98.0
PSE,0.1,1.8302536162167133,135.0
QAT,0.1,2.2200446842840384,113.0
ROU,0.1,1.784813055094358,138.0
RUS,0.1,3.152619955366511,88.0
RWA,0.1,3.0325532611041317,89.0
SAU,0.1,3.3474703763641025,81.0
SDN,0.1,7.096401471236293,4.0
SEN,0.1,4.785554113331131,40.0
SGP,0.1,1.177162634105477,156.0
SLB,0.1,3.189935457128133,86.0
SLE,0.1,5.503063791661862,26.0
SLV,0.1,3.525489966920172,73.0
SMR,0.1,0.5106891453576397,185.0
SOM,0.1,7.018718213584951,6.0
SRB,0.1,1.7292674901459701,143.0
SSD,0.1,6.225196981811817,12.0
STP,0.1,1.9976284080003381,121.0
SUR,0.1,2.5280845986038996,102.0
SVK,0.1,1.0755025661165616,158.0
SVN,0.1,0.8440232376478476,170.0
SWE,0.1,0.5376269726136705,184.0
SWZ,0.1,3.2206059339525357,83.0
SYC,0.1,0.7337804416731998,176.0
SYR,0.1,3.4896114756136383,76.0
TCD,0.1,7.378080985818554,2.0
TGO,0.1,4.6409054274479535,42.0
THA,0.1,4.278163398903846,54.0
TJK,0.1,2.9135672044150347,91.0
TKM,0.1,2.4069677206062567,106.0
TLS,0.1,3.438042077463734,78.0
TON,0.1,1.4065724833335196,153.0
TTO,0.1,1.8701071580870818,132.0
TUN,0.1,2.563705220085874,101.0
TUR,0.1,3.1614156074389297,87.0
TUV,0.1,1.030633351557462,159.0
TZA,0.1,5.32822216807145,30.0
UGA,0.1,4.605737915149091,45.0
UKR,0.1,1.960754306005675,122.0
URY,0.1,1.925405462490759,127.0
USA,0.1,1.9291000695323006,126.0
UZB,0.1,3.2146330884231076,84.0
VCT,0.1,1.6690595675887137,145.0
VEN,0.1,3.7131328763653464,67.0
VNM,0.1,5.406025036167476,27.0
VUT,0.1,3.55597456749443,71.0
WSM,0.1,1.873950802999241,130.0
YEM,0.1,5.686738766020577,21.0
ZAF,0.1,4.322872809327739,51.0
ZMB,0.1,4.466850042147794,48.0
ZWE,0.1,4.763787459506874,41.0
AFG,0.2,5.887915324926768,18.0
AGO,0.2,6.067523143926221,13.0
ALB,0.2,1.7485648053391998,142.0
AND,0.2,1.5733393800745914,148.0
ARE,0.2,3.5466362961691926,72.0
ARG,0.2,2.71481950830756,99.0
ARM,0.2,1.6361024258408776,146.0
ATG,0.2,0.37326254372609785,189.0
AUS,0.2,1.1797425843500347,154.0
AUT,0.2,0.9388712635217858,163.0
AZE,0.2,3.365188031764474,79.0
BDI,0.2,3.965882451941944,61.0
BEL,0.2,0.7369983409715936,175.0
BEN,0.2,5.802665853811902,19.0
BFA,0.2,5.305824429071388,31.0
BGD,0.2,5.64075037632106,22.0
BGR,0.2,1.7880145482408165,137.0
BHR,0.2,2.297924527623436,109.0
BHS,0.2,2.4385270338786755,104.0
BIH,0.2,2.002205391991449,120.0
BLR,0.2,0.5630565642233171,183.0
BLZ,0.2,2.8236229857225057,94.0
BOL,0.2,3.7015558364242445,68.0
BRA,0.2,3.503131181215151,74.0
BRB,0.2,1.4191669977502688,152.0
BRN,0.2,0.8844211928497615,168.0
BTN,0.2,2.3441625562917565,107.0
BWA,0.2,3.6538092933621864,69.0
CAF,0.2,5.949218416832423,16.0
CAN,0.2,0.8878938628342326,167.0
CHE,0.2,0.33801001117800256,191.0
CHL,0.2,1.8023286934757479,136.0
CHN,0.2,5.267962988335518,32.0
CIV,0.2,5.132647144193606,34.0
CMR,0.2,5.397995005420832,29.0
COD,0.2,6.239224258267312,11.0
COG,0.2,4.125792133898989,57.0
COL,0.2,4.286401014560442,53.0
COM,0.2,2.4977441814940224,103.0
CPV,0.2,2.039533642014305,118.0
CRI,0.2,1.9147983693605566,128.0
CUB,0.2,3.193513453247702,85.0
CYP,0.2,0.6986816611096086,180.0
CZE,0.2,1.9389653658212642,125.0
DEU,0.2,1.0826819111581634,157.0
DJI,0.2,3.9284051010353904,62.0
DMA,0.2,1.8698242086109975,133.0
DNK,0.2,0.4744537254105417,186.0
DOM,0.2,2.7759215796164947,95.0
DZA,0.2,2.993692260424632,90.0
ECU,0.2,3.4417274281749783,77.0
EGY,0.2,4.4080393012288335,50.0
ERI,0.2,5.403035693404469,28.0
ESP,0.2,2.423684767223656,105.0
EST,0.2,0.9361981430862286,164.0
ETH,0.2,6.350764616914766,9.0
FIN,0.2,0.5682451119827905,182.0
FJI,0.2,2.2913313992297586,110.0
FRA,0.2,0.7274711855044851,177.0
FSM,0.2,1.4601793519115271,151.0
GAB,0.2,3.501021725155246,75.0
GBR,0.2,0.966123537333008,162.0
GEO,0.2,2.154584105317717,116.0
GHA,0.2,4.632590185818535,43.0
GIN,0.2,6.025468563701969,14.0
GMB,0.2,4.093116717958815,58.0
GNB,0.2,4.939095243342113,38.0
GNQ,0.2,3.898467134600584,63.0
GRC,0.2,1.9054457492405572,129.0
GRD,0.2,0.7703527779757431,173.0
GTM,0.2,4.622228288838459,44.0
GUY,0.2,2.255774329155669,112.0
HND,0.2,4.421522732089628,49.0
HRV,0.2,1.7664349916187756,140.0
HTI,0.2,4.581262189871729,46.0
HUN,0.2,0.5783858598271217,181.0
IDN,0.2,5.021171723466539,37.0
IND,0.2,6.013320485294833,15.0
IRL,0.2,0.8336436684640187,171.0
IRN,0.2,4.211601646755833,55.0
IRQ,0.2,3.845632033141273,64.0
ISL,0.2,1.011964304243514,160.0
ISR,0.2,0.8935505973346144,166.0
ITA,0.2,0.7604420038291035,174.0
JAM,0.2,2.0269084215677955,119.0
JOR,0.2,2.8728671397567567,92.0
JPN,0.2,1.5740056717413569,147.0
KAZ,0.2,2.1881231156230303,115.0
KEN,0.2,5.114663733215514,35.0
KGZ,0.2,2.278292989030462,111.0
KHM,0.2,5.946506801403464,17.0
KIR,0.2,1.773806388551904,139.0
KNA,0.2,1.6818530484293708,144.0
KOR,0.2,2.0639484915054833,117.0
KWT,0.2,3.352418442873369,80.0
LAO,0.2,5.532737631618761,24.0
LBN,0.2,2.3237874941075667,108.0
LBR,0.2,5.028254137576834,36.0
LBY,0.2,3.297744700534264,82.0
LCA,0.2,1.5061607702101327,150.0
LKA,0.2,2.7603497019410286,96.0
LSO,0.2,2.749824992262789,97.0
LTU,0.2,0.7168572696980563,178.0
LUX,0.2,0.15921274912325475,192.0
LVA,0.2,0.822775137835474,172.0
MAR,0.2,4.853993131628651,39.0
MCO,0.2,9.999999999999996e-11,193.0
MDA,0.2,2.2016830188139322,114.0
MDG,0.2,7.758536585444045,1.0
MDV,0.2,0.7124169970526846,179.0
MEX,0.2,4.062878347589352,59.0
MHL,0.2,1.847610372505786,134.0
MKD,0.2,1.9419572315800102,124.0
MLI,0.2,5.700039586944847,20.0
MLT,0.2,0.9183483312512664,165.0
MMR,0.2,6.7827853375933005,7.0
MNE,0.2,1.7551644467166796,141.0
MNG,0.2,1.9423828185364622,123.0
MOZ,0.2,7.358112790426592,3.0
MRT,0.2,5.516292204794049,25.0
MUS,0.2,1.870538181286361,131.0
MWI,0.2,3.8138456122979183,65.0
MYS,0.2,4.02850525989076,60.0
NAM,0.2,4.32286455585545,52.0
NER,0.2,6.350432780797697,10.0
NGA,0.2,6.636716239210802,8.0
NIC,0.2,4.525303040238812,47.0
NLD,0.2,0.8681537214165524,169.0
NOR,0.2,0.3945551275087758,188.0
NPL,0.2,3.612642755378741,70.0
NRU,0.2,0.35461800461609344,190.0
NZL,0.2,1.551312962004349,149.0
OMN,0.2,3.724354250991834,66.0
PAK,0.2,7.020131622342117,5.0
PAN,0.2,2.856329133055313,93.0
PER,0.2,4.180246932456551,56.0
PHL,0.2,5.610349127358854,23.0
PLW,0.2,0.39973225203029433,187.0
PNG,0.2,5.246842375015589,33.0
POL,0.2,0.974833232942631,161.0
PRK,0.2,2.588835740660793,100.0
PRT,0.2,1.1790964786804712,155.0
PRY,0.2,2.7181481474761653,98.0
PSE,0.2,1.8302536162167133,135.0
QAT,0.2,2.2200446842840384,113.0
ROU,0.2,1.784813055094358,138.0
RUS,0.2,3.152619955366511,88.0
RWA,0.2,3.0325532611041317,89.0
SAU,0.2,3.3474703763641025,81.0
SDN,0.2,7.096401471236293,4.0
SEN,0.2,4.785554113331131,40.0
SGP,0.2,1.177162634105477,156.0
SLB,0.2,3.189935457128133,86.0
SLE,0.2,5.503063791661862,26.0
SLV,0.2,3.525489966920172,73.0
SMR,0.2,0.5106891453576397,185.0
SOM,0.2,7.018718213584951,6.0
SRB,0.2,1.7292674901459701,143.0
SSD,0.2,6.225196981811817,12.0
STP,0.2,1.9976284080003381,121.0
SUR,0.2,2.5280845986038996,102.0
SVK,0.2,1.0755025661165616,158.0
SVN,0.2,0.8440232376478476,170.0
SWE,0.2,0.5376269726136705,184.0
SWZ,0.2,3.2206059339525357,83.0
SYC,0.2,0.7337804416731998,176.0
SYR,0.2,3.4896114756136383,76.0
TCD,0.2,7.378080985818554,2.0
TGO,0.2,4.6409054274479535,42.0
THA,0.2,4.278163398903846,54.0
TJK,0.2,2.9135672044150347,91.0
TKM,0.2,2.4069677206062567,106.0
TLS,0.2,3.438042077463734,78.0
TON,0.2,1.4065724833335196,153.0
TTO,0.2,1.8701071580870818,132.0
TUN,0.2,2.563705220085874,101.0
TUR,0.2,3.1614156074389297,87.0
TUV,0.2,1.030633351557462,159.0
TZA,0.2,5.32822216807145,30.0
UGA,0.2,4.605737915149091,45.0
UKR,0.2,1.960754306005675,122.0
URY,0.2,1.925405462490759,127.0
USA,0.2,1.9291000695323006,126.0
UZB,0.2,3.2146330884231076,84.0
VCT,0.2,1.6690595675887137,145.0
VEN,0.2,3.7131328763653464,67.0
VNM,0.2,5.406025036167476,27.0
VUT,0.2,3.55597456749443,71.0
WSM,0.2,1.873950802999241,130.0
YEM,0.2,5.686738766020577,21.0
ZAF,0.2,4.322872809327739,51.0
ZMB,0.2,4.466850042147794,48.0
ZWE,0.2,4.763787459506874,41.0
AFG,0.30000000000000004,5.887915324926768,18.0
AGO,0.30000000000000004,6.067523143926221,13.0
ALB,0.30000000000000004,1.7485648053391998,142.0
AND,0.30000000000000004,1.5733393800745914,148.0
ARE,0.30000000000000004,3.5466362961691926,72.0
ARG,0.30000000000000004,2.71481950830756,99.0
ARM,0.30000000000000004,1.6361024258408776,146.0
ATG,0.30000000000000004,0.37326254372609785,189.0
AUS,0.30000000000000004,1.1797425843500347,154.0
AUT,0.30000000000000004,0.9388712635217858,163.0
AZE,0.30000000000000004,3.365188031764474,79.0
BDI,0.30000000000000004,3.965882451941944,61.0
BEL,0.30000000000000004,0.7369983409715936,175.0
BEN,0.30000000000000004,5.802665853811902,19.0
BFA,0.30000000000000004,5.305824429071388,31.0
BGD,0.30000000000000004,5.64075037632106,22.0
BGR,0.30000000000000004,1.7880145482408165,137.0
BHR,0.30000000000000004,2.297924527623436,109.0
BHS,0.30000000000000004,2.4385270338786755,104.0
BIH,0.30000000000000004,2.002205391991449,120.0
BLR,0.30000000000000004,0.5630565642233171,183.0
BLZ,0.30000000000000004,2.8236229857225057,94.0
BOL,0.30000000000000004,3.7015558364242445,68.0
BRA,0.30000000000000004,3.503131181215151,74.0
BRB,0.30000000000000004,1.4191669977502688,152.0
BRN,0.30000000000000004,0.8844211928497615,168.0
BTN,0.30000000000000004,2.3441625562917565,107.0
BWA,0.30000000000000004,3.6538092933621864,69.0
CAF,0.30000000000000004,5.949218416832423,16.0
CAN,0.30000000000000004,0.8878938628342326,167.0
CHE,0.30000000000000004,0.33801001117800256,191.0
CHL,0.30000000000000004,1.8023286934757479,136.0
CHN,0.30000000000000004,5.267962988335518,32.0
CIV,0.30000000000000004,5.132647144193606,34.0
CMR,0.30000000000000004,5.397995005420832,29.0
COD,0.30000000000000004,6.239224258267312,11.0
COG,0.30000000000000004,4.125792133898989,57.0
COL,0.30000000000000004,4.286401014560442,53.0
COM,0.30000000000000004,2.4977441814940224,103.0
CPV,0.30000000000000004,2.039533642014305,118.0
CRI,0.30000000000000004,1.9147983693605566,128.0
CUB,0.30000000000000004,3.193513453247702,85.0
CYP,0.30000000000000004,0.6986816611096086,180.0
CZE,0.30000000000000004,1.9389653658212642,125.0
DEU,0.30000000000000004,1.0826819111581634,157.0
DJI,0.30000000000000004,3.9284051010353904,62.0
DMA,0.30000000000000004,1.8698242086109975,133.0
DNK,0.30000000000000004,0.4744537254105417,186.0
DOM,0.30000000000000004,2.7759215796164947,95.0
DZA,0.30000000000000004,2.993692260424632,90.0
ECU,0.30000000000000004,3.4417274281749783,77.0
EGY,0.30000000000000004,4.4080393012288335,50.0
ERI,0.30000000000000004,5.403035693404469,28.0
ESP,0.30000000000000004,2.423684767223656,105.0
