iso3,threshold,score,rank
LBR,0.5,5.028254137576834,36.0
LBY,0.5,3.297744700534264,79.0
LCA,0.5,1.5061607702101327,137.0
LKA,0.5,2.7603497019410286,93.0
LSO,0.5,2.749824992262789,94.0
LTU,0.5,0.7168572696980563,153.0
LVA,0.5,0.822775137835474,151.0
MAR,0.5,4.853993131628651,39.0
MDA,0.5,2.2016830188139322,109.0
MDG,0.5,7.758536585444045,1.0
MDV,0.5,0.7124169970526846,154.0
MEX,0.5,4.062878347589352,58.0
MHL,0.5,1.847610372505786,126.0
MKD,0.5,1.9419572315800102,119.0
MLI,0.5,5.700039586944847,20.0
MLT,0.5,0.9183483312512664,148.0
MMR,0.5,6.7827853375933005,7.0
MNE,0.5,1.7551644467166796,132.0
MNG,0.5,1.9423828185364622,118.0
MOZ,0.5,7.358112790426592,3.0
MRT,0.5,5.516292204794049,25.0
MWI,0.5,3.8138456122979183,64.0
MYS,0.5,4.02850525989076,59.0
NAM,0.5,4.32286455585545,51.0
NER,0.5,6.350432780797697,10.0
NGA,0.5,6.636716239210802,8.0
NLD,0.5,0.8681537214165524,149.0
NPL,0.5,3.612642755378741,68.0
NRU,0.5,0.35461800461609344,157.0
OMN,0.5,3.724354250991834,65.0
PAK,0.5,7.020131622342117,5.0
PAN,0.5,2.856329133055313,90.0
PER,0.5,4.180246932456551,55.0
PHL,0.5,5.610349127358854,23.0
PNG,0.5,5.246842375015589,33.0
POL,0.5,0.974833232942631,145.0
PRK,0.5,2.588835740660793,97.0
PRT,0.5,1.1790964786804712,141.0
PRY,0.5,2.7181481474761653,95.0
PSE,0.5,1.8302536162167133,127.0
QAT,0.5,2.2200446842840384,108.0
ROU,0.5,1.784813055094358,130.0
RUS,0.5,3.152619955366511,85.0
RWA,0.5,3.0325532611041317,86.0
SAU,0.5,3.3474703763641025,78.0
SDN,0.5,7.096401471236293,4.0
SEN,0.5,4.785554113331131,40.0
SGP,0.5,1.177162634105477,142.0
SLB,0.5,3.189935457128133,83.0
SLE,0.5,5.503063791661862,26.0
SLV,0.5,3.525489966920172,70.0
SOM,0.5,7.018718213584951,6.0
SRB,0.5,1.7292674901459701,134.0
SSD,0.5,6.225196981811817,12.0
STP,0.5,1.9976284080003381,116.0
SUR,0.5,2.5280845986038996,99.0
SWZ,0.5,3.2206059339525357,80.0
SYR,0.5,3.4896114756136383,73.0
TCD,0.5,7.378080985818554,2.0
TGO,0.5,4.6409054274479535,42.0
THA,0.5,4.278163398903846,53.0
TJK,0.5,2.9135672044150347,88.0
TKM,0.5,2.4069677206062567,101.0
TLS,0.5,3.438042077463734,75.0
TON,0.5,1.4065724833335196,139.0
TTO,0.5,1.8701071580870818,125.0
TUN,0.5,2.563705220085874,98.0
TUR,0.5,3.1614156074389297,84.0
TUV,0.5,1.030633351557462,144.0
TZA,0.5,5.32822216807145,30.0
UGA,0.5,4.605737915149091,45.0
UKR,0.5,1.960754306005675,117.0
URY,0.5,1.925405462490759,122.0
USA,0.5,1.9291000695323006,121.0
UZB,0.5,3.2146330884231076,81.0
VNM,0.5,5.406025036167476,27.0
VUT,0.5,3.55597456749443,69.0
WSM,0.5,1.873950802999241,124.0
YEM,0.5,5.686738766020577,21.0
ZAF,0.5,4.322872809327739,50.0
ZMB,0.5,4.466850042147794,47.0
ZWE,0.5,4.763787459506874,41.0
AFG,0.6,5.887915324926768,17.0
AGO,0.6,6.067523143926221,12.0
ALB,0.6,1.7485648053391998,108.0
ARG,0.6,2.71481950830756,82.0
ARM,0.6,1.6361024258408776,110.0
AZE,0.6,3.365188031764474,67.0
BDI,0.6,3.965882451941944,55.0
BEN,0.6,5.802665853811902,18.0
BFA,0.6,5.305824429071388,29.0
BGD,0.6,5.64075037632106,21.0
BLR,0.6,0.5630565642233171,114.0
BLZ,0.6,2.8236229857225057,77.0
BOL,0.6,3.7015558364242445,59.0
BRA,0.6,3.503131181215151,63.0
BTN,0.6,2.3441625562917565,87.0
CAF,0.6,5.949218416832423,15.0
CHL,0.6,1.8023286934757479,105.0
CHN,0.6,5.267962988335518,30.0
CIV,0.6,5.132647144193606,32.0
CMR,0.6,5.397995005420832,27.0
COD,0.6,6.239224258267312,11.0
COG,0.6,4.125792133898989,52.0
COL,0.6,4.286401014560442,49.0
COM,0.6,2.4977441814940224,85.0
CPV,0.6,2.039533642014305,94.0
CRI,0.6,1.9147983693605566,100.0
CUB,0.6,3.193513453247702,70.0
DOM,0.6,2.7759215796164947,78.0
DZA,0.6,2.993692260424632,73.0
ECU,0.6,3.4417274281749783,65.0
EGY,0.6,4.4080393012288335,47.0
ETH,0.6,6.350764616914766,9.0
FJI,0.6,2.2913313992297586,88.0
GAB,0.6,3.501021725155246,64.0
GEO,0.6,2.154584105317717,93.0
GHA,0.6,4.632590185818535,41.0
GIN,0.6,6.025468563701969,13.0
GMB,0.6,4.093116717958815,53.0
GNB,0.6,4.939095243342113,36.0
GTM,0.6,4.622228288838459,42.0
GUY,0.6,2.255774329155669,90.0
HND,0.6,4.421522732089628,46.0
HTI,0.6,4.581262189871729,44.0
IDN,0.6,5.021171723466539,35.0
IND,0.6,6.013320485294833,14.0
IRQ,0.6,3.845632033141273,56.0
JAM,0.6,2.0269084215677955,95.0
JOR,0.6,2.8728671397567567,75.0
KAZ,0.6,2.1881231156230303,92.0
KEN,0.6,5.114663733215514,33.0
KGZ,0.6,2.278292989030462,89.0
KHM,0.6,5.946506801403464,16.0
KIR,0.6,1.773806388551904,106.0
LAO,0.6,5.532737631618761,23.0
LBR,0.6,5.028254137576834,34.0
LKA,0.6,2.7603497019410286,79.0
LSO,0.6,2.749824992262789,80.0
MAR,0.6,4.853993131628651,37.0
MDG,0.6,7.758536585444045,1.0
MDV,0.6,0.7124169970526846,113.0
MEX,0.6,4.062878347589352,54.0
MHL,0.6,1.847610372505786,103.0
MKD,0.6,1.9419572315800102,98.0
MLI,0.6,5.700039586944847,19.0
MMR,0.6,6.7827853375933005,7.0
MNE,0.6,1.7551644467166796,107.0
MNG,0.6,1.9423828185364622,97.0
MOZ,0.6,7.358112790426592,3.0
MRT,0.6,5.516292204794049,24.0
MWI,0.6,3.8138456122979183,57.0
NER,0.6,6.350432780797697,10.0
NGA,0.6,6.636716239210802,8.0
NPL,0.6,3.612642755378741,60.0
NRU,0.6,0.35461800461609344,115.0
OMN,0.6,3.724354250991834,58.0
PAK,0.6,7.020131622342117,5.0
PAN,0.6,2.856329133055313,76.0
PER,0.6,4.180246932456551,51.0
PHL,0.6,5.610349127358854,22.0
PNG,0.6,5.246842375015589,31.0
PRY,0.6,2.7181481474761653,81.0
PSE,0.6,1.8302536162167133,104.0
QAT,0.6,2.2200446842840384,91.0
RWA,0.6,3.0325532611041317,72.0
SDN,0.6,7.096401471236293,4.0
SEN,0.6,4.785554113331131,38.0
SLE,0.6,5.503063791661862,25.0
SLV,0.6,3.525489966920172,62.0
SOM,0.6,7.018718213584951,6.0
SRB,0.6,1.7292674901459701,109.0
STP,0.6,1.9976284080003381,96.0
SUR,0.6,2.5280845986038996,84.0
SWZ,0.6,3.2206059339525357,68.0
TCD,0.6,7.378080985818554,2.0
TGO,0.6,4.6409054274479535,40.0
THA,0.6,4.278163398903846,50.0
TJK,0.6,2.9135672044150347,74.0
TKM,0.6,2.4069677206062567,86.0
TLS,0.6,3.438042077463734,66.0
TON,0.6,1.4065724833335196,111.0
TTO,0.6,1.8701071580870818,102.0
TUN,0.6,2.563705220085874,83.0
TUR,0.6,3.1614156074389297,71.0
TUV,0.6,1.030633351557462,112.0
TZA,0.6,5.32822216807145,28.0
UGA,0.6,4.605737915149091,43.0
URY,0.6,1.925405462490759,99.0
UZB,0.6,3.2146330884231076,69.0
VNM,0.6,5.406025036167476,26.0
VUT,0.6,3.55597456749443,61.0
WSM,0.6,1.873950802999241,101.0
YEM,0.6,5.686738766020577,20.0
ZAF,0.6,4.322872809327739,48.0
ZMB,0.6,4.466850042147794,45.0
ZWE,0.6,4.763787459506874,39.0
AFG,0.7000000000000001,5.887915324926768,14.0
AGO,0.7000000000000001,6.067523143926221,9.0
ALB,0.7000000000000001,1.7485648053391998,94.0
ARG,0.7000000000000001,2.71481950830756,75.0
ARM,0.7000000000000001,1.6361024258408776,96.0
AZE,0.7000000000000001,3.365188031764474,60.0
BDI,0.7000000000000001,3.965882451941944,50.0
BEN,0.7000000000000001,5.802665853811902,15.0
BFA,0.7000000000000001,5.305824429071388,25.0
BGD,0.7000000000000001,5.64075037632106,17.0
BLR,0.7000000000000001,0.5630565642233171,100.0
BLZ,0.7000000000000001,2.8236229857225057,70.0
BOL,0.7000000000000001,3.7015558364242445,53.0
BRA,0.7000000000000001,3.503131181215151,56.0
CAF,0.7000000000000001,5.949218416832423,12.0
CHN,0.7000000000000001,5.267962988335518,26.0
CIV,0.7000000000000001,5.132647144193606,28.0
CMR,0.7000000000000001,5.397995005420832,23.0
COD,0.7000000000000001,6.239224258267312,8.0
COG,0.7000000000000001,4.125792133898989,47.0
COL,0.7000000000000001,4.286401014560442,44.0
COM,0.7000000000000001,2.4977441814940224,78.0
CRI,0.7000000000000001,1.9147983693605566,88.0
CUB,0.7000000000000001,3.193513453247702,63.0
DOM,0.7000000000000001,2.7759215796164947,71.0
DZA,0.7000000000000001,2.993692260424632,66.0
ECU,0.7000000000000001,3.4417274281749783,58.0
EGY,0.7000000000000001,4.4080393012288335,42.0
ETH,0.7000000000000001,6.350764616914766,6.0
FJI,0.7000000000000001,2.2913313992297586,80.0
GAB,0.7000000000000001,3.501021725155246,57.0
GEO,0.7000000000000001,2.154584105317717,84.0
GHA,0.7000000000000001,4.632590185818535,36.0
GIN,0.7000000000000001,6.025468563701969,10.0
GMB,0.7000000000000001,4.093116717958815,48.0
GNB,0.7000000000000001,4.939095243342113,32.0
GTM,0.7000000000000001,4.622228288838459,37.0
GUY,0.7000000000000001,2.255774329155669,82.0
HND,0.7000000000000001,4.421522732089628,41.0
HTI,0.7000000000000001,4.581262189871729,39.0
IDN,0.7000000000000001,5.021171723466539,31.0
IND,0.7000000000000001,6.013320485294833,11.0
IRQ,0.7000000000000001,3.845632033141273,51.0
JOR,0.7000000000000001,2.8728671397567567,68.0
KAZ,0.7000000000000001,2.1881231156230303,83.0
KEN,0.7000000000000001,5.114663733215514,29.0
KGZ,0.7000000000000001,2.278292989030462,81.0
KHM,0.7000000000000001,5.946506801403464,13.0
KIR,0.7000000000000001,1.773806388551904,92.0
LAO,0.7000000000000001,5.532737631618761,19.0
LBR,0.7000000000000001,5.028254137576834,30.0
LKA,0.7000000000000001,2.7603497019410286,72.0
LSO,0.7000000000000001,2.749824992262789,73.0
MDG,0.7000000000000001,7.758536585444045,1.0
MDV,0.7000000000000001,0.7124169970526846,99.0
MEX,0.7000000000000001,4.062878347589352,49.0
MKD,0.7000000000000001,1.9419572315800102,87.0
MLI,0.7000000000000001,5.700039586944847,16.0
MMR,0.7000000000000001,6.7827853375933005,4.0
MNE,0.7000000000000001,1.7551644467166796,93.0
MNG,0.7000000000000001,1.9423828185364622,86.0
MRT,0.7000000000000001,5.516292204794049,20.0
MWI,0.7000000000000001,3.8138456122979183,52.0
NER,0.7000000000000001,6.350432780797697,7.0
NGA,0.7000000000000001,6.636716239210802,5.0
NPL,0.7000000000000001,3.612642755378741,54.0
PAK,0.7000000000000001,7.020131622342117,3.0
PAN,0.7000000000000001,2.856329133055313,69.0
PER,0.7000000000000001,4.180246932456551,46.0
PHL,0.7000000000000001,5.610349127358854,18.0
PNG,0.7000000000000001,5.246842375015589,27.0
PRY,0.7000000000000001,2.7181481474761653,74.0
PSE,0.7000000000000001,1.8302536162167133,91.0
RWA,0.7000000000000001,3.0325532611041317,65.0
SEN,0.7000000000000001,4.785554113331131,33.0
SLE,0.7000000000000001,5.503063791661862,21.0
SLV,0.7000000000000001,3.525489966920172,55.0
SRB,0.7000000000000001,1.7292674901459701,95.0
STP,0.7000000000000001,1.9976284080003381,85.0
SUR,0.7000000000000001,2.5280845986038996,77.0
SWZ,0.7000000000000001,3.2206059339525357,61.0
TCD,0.7000000000000001,7.378080985818554,2.0
TGO,0.7000000000000001,4.6409054274479535,35.0
THA,0.7000000000000001,4.278163398903846,45.0
TJK,0.7000000000000001,2.9135672044150347,67.0
TKM,0.7000000000000001,2.4069677206062567,79.0
TLS,0.7000000000000001,3.438042077463734,59.0
TON,0.7000000000000001,1.4065724833335196,97.0
TTO,0.7000000000000001,1.8701071580870818,90.0
TUN,0.7000000000000001,2.563705220085874,76.0
TUR,0.7000000000000001,3.1614156074389297,64.0
TUV,0.7000000000000001,1.030633351557462,98.0
TZA,0.7000000000000001,5.32822216807145,24.0
UGA,0.7000000000000001,4.605737915149091,38.0
UZB,0.7000000000000001,3.2146330884231076,62.0
VNM,0.7000000000000001,5.406025036167476,22.0
WSM,0.7000000000000001,1.873950802999241,89.0
ZAF,0.7000000000000001,4.322872809327739,43.0
ZMB,0.7000000000000001,4.466850042147794,40.0
ZWE,0.7000000000000001,4.763787459506874,34.0
AFG,0.8,5.887915324926768,13.0
AGO,0.8,6.067523143926221,9.0
ALB,0.8,1.7485648053391998,79.0
ARG,0.8,2.71481950830756,63.0
ARM,0.8,1.6361024258408776,81.0
BDI,0.8,3.965882451941944,45.0
BEN,0.8,5.802665853811902,14.0
BFA,0.8,5.305824429071388,23.0
BGD,0.8,5.64075037632106,16.0
BLZ,0.8,2.8236229857225057,58.0
BOL,0.8,3.7015558364242445,48.0
BRA,0.8,3.503131181215151,50.0
CAF,0.8,5.949218416832423,12.0
CHN,0.8,5.267962988335518,24.0
CIV,0.8,5.132647144193606,25.0
CMR,0.8,5.397995005420832,21.0
COD,0.8,6.239224258267312,8.0
COG,0.8,4.125792133898989,42.0
COL,0.8,4.286401014560442,39.0
CRI,0.8,1.9147983693605566,74.0
CUB,0.8,3.193513453247702,53.0
DOM,0.8,2.7759215796164947,59.0
DZA,0.8,2.993692260424632,55.0
ECU,0.8,3.4417274281749783,51.0
EGY,0.8,4.4080393012288335,37.0
ETH,0.8,6.350764616914766,6.0
GEO,0.8,2.154584105317717,70.0
GHA,0.8,4.632590185818535,31.0
GIN,0.8,6.025468563701969,10.0
GMB,0.8,4.093116717958815,43.0
GNB,0.8,4.939095243342113,27.0
GTM,0.8,4.622228288838459,32.0
GUY,0.8,2.255774329155669,68.0
HND,0.8,4.421522732089628,36.0
HTI,0.8,4.581262189871729,34.0
IDN,0.8,5.021171723466539,26.0
IND,0.8,6.013320485294833,11.0
IRQ,0.8,3.845632033141273,46.0
JOR,0.8,2.8728671397567567,57.0
KAZ,0.8,2.1881231156230303,69.0
KGZ,0.8,2.278292989030462,67.0
KIR,0.8,1.773806388551904,77.0
LAO,0.8,5.532737631618761,18.0
LKA,0.8,2.7603497019410286,60.0
LSO,0.8,2.749824992262789,61.0
MDG,0.8,7.758536585444045,1.0
MDV,0.8,0.7124169970526846,84.0
MEX,0.8,4.062878347589352,44.0
MKD,0.8,1.9419572315800102,73.0
MLI,0.8,5.700039586944847,15.0
MMR,0.8,6.7827853375933005,4.0
MNE,0.8,1.7551644467166796,78.0
MNG,0.8,1.9423828185364622,72.0
MRT,0.8,5.516292204794049,19.0
MWI,0.8,3.8138456122979183,47.0
NER,0.8,6.350432780797697,7.0
NGA,0.8,6.636716239210802,5.0
NPL,0.8,3.612642755378741,49.0
PAK,0.8,7.020131622342117,3.0
PER,0.8,4.180246932456551,41.0
PHL,0.8,5.610349127358854,17.0
PRY,0.8,2.7181481474761653,62.0
PSE,0.8,1.8302536162167133,76.0
RWA,0.8,3.0325532611041317,54.0
SEN,0.8,4.785554113331131,28.0
SLE,0.8,5.503063791661862,20.0
SRB,0.8,1.7292674901459701,80.0
STP,0.8,1.9976284080003381,71.0
SUR,0.8,2.5280845986038996,65.0
TCD,0.8,7.378080985818554,2.0
TGO,0.8,4.6409054274479535,30.0
THA,0.8,4.278163398903846,40.0
TJK,0.8,2.9135672044150347,56.0
TKM,0.8,2.4069677206062567,66.0
TLS,0.8,3.438042077463734,52.0
TON,0.8,1.4065724833335196,82.0
TUN,0.8,2.563705220085874,64.0
TUV,0.8,1.030633351557462,83.0
TZA,0.8,5.32822216807145,22.0
UGA,0.8,4.605737915149091,33.0
WSM,0.8,1.873950802999241,75.0
ZAF,0.8,4.322872809327739,38.0
ZMB,0.8,4.466850042147794,35.0
ZWE,0.8,4.763787459506874,29.0
AGO,0.9,6.067523143926221,8.0
ARM,0.9,1.6361024258408776,40.0
BDI,0.9,3.965882451941944,27.0
BEN,0.9,5.802665853811902,11.0
BGD,0.9,5.64075037632106,13.0
CIV,0.9,5.132647144193606,18.0
CMR,0.9,5.397995005420832,17.0
COD,0.9,6.239224258267312,7.0
COL,0.9,4.286401014560442,25.0
CRI,0.9,1.9147983693605566,38.0
DOM,0.9,2.7759215796164947,31.0
ETH,0.9,6.350764616914766,6.0
GIN,0.9,6.025468563701969,9.0
HND,0.9,4.421522732089628,23.0
IND,0.9,6.013320485294833,10.0
IRQ,0.9,3.845632033141273,28.0
KGZ,0.9,2.278292989030462,37.0
KIR,0.9,1.773806388551904,39.0
LAO,0.9,5.532737631618761,14.0
LKA,0.9,2.7603497019410286,32.0
LSO,0.9,2.749824992262789,33.0
MDG,0.9,7.758536585444045,1.0
MEX,0.9,4.062878347589352,26.0
MLI,0.9,5.700039586944847,12.0
MMR,0.9,6.7827853375933005,4.0
MRT,0.9,5.516292204794049,15.0
MWI,0.9,3.8138456122979183,29.0
NGA,0.9,6.636716239210802,5.0
PAK,0.9,7.020131622342117,3.0
PRY,0.9,2.7181481474761653,34.0
SEN,0.9,4.785554113331131,19.0
SLE,0.9,5.503063791661862,16.0
SUR,0.9,2.5280845986038996,35.0
TCD,0.9,7.378080985818554,2.0
TGO,0.9,4.6409054274479535,21.0
TKM,0.9,2.4069677206062567,36.0
TLS,0.9,3.438042077463734,30.0
ZAF,0.9,4.322872809327739,24.0
ZMB,0.9,4.466850042147794,22.0
ZWE,0.9,4.763787459506874,20.0
ARM,1.0,1.6361024258408776,11.0
BDI,1.0,3.965882451941944,8.0
BEN,1.0,5.802665853811902,4.0
CRI,1.0,1.9147983693605566,10.0
GIN,1.0,6.025468563701969,3.0
MDG,1.0,7.758536585444045,1.0
MEX,1.0,4.062878347589352,7.0
MMR,1.0,6.7827853375933005,2.0
PRY,1.0,2.7181481474761653,9.0
SEN,1.0,4.785554113331131,5.0
ZMB,1.0,4.466850042147794,6.0
